Date,Close
2010-07-15T16:00:00Z,14.09
2010-07-16T16:00:00Z,13.79
2010-07-19T16:00:00Z,13.95
2010-07-20T16:00:00Z,13.78
2010-07-21T16:00:00Z,13.74
2010-07-22T16:00:00Z,14.03
2010-07-23T16:00:00Z,13.81
2010-07-26T16:00:00Z,14.23
2010-07-27T16:00:00Z,14.47
2010-07-28T16:00:00Z,14.21
2010-07-29T16:00:00Z,14.3
2010-07-30T16:00:00Z,14.21
2010-08-02T16:00:00Z,14.66
2010-08-03T16:00:00Z,15.48
2010-08-04T16:00:00Z,15.57
2010-08-05T16:00:00Z,15.34
2010-08-06T16:00:00Z,15.38
2010-08-09T16:00:00Z,15.56
2010-08-10T16:00:00Z,15.7
2010-08-11T16:00:00Z,15.16
2010-08-12T16:00:00Z,15.35
2010-08-13T16:00:00Z,15.23
2010-08-16T16:00:00Z,15.19
2010-08-17T16:00:00Z,15.41
2010-08-18T16:00:00Z,15.25
2010-08-19T16:00:00Z,15.19
2010-08-20T16:00:00Z,15.08
2010-08-23T16:00:00Z,15.25
2010-08-24T16:00:00Z,14.99
2010-08-25T16:00:00Z,15.15
2010-08-26T16:00:00Z,15.06
2010-08-27T16:00:00Z,15.24
2010-08-30T16:00:00Z,15.02
2010-08-31T16:00:00Z,15.07
2010-09-01T16:00:00Z,15.42
2010-09-02T16:00:00Z,15.54
2010-09-03T16:00:00Z,15.59
2010-09-07T16:00:00Z,15.47
2010-09-08T16:00:00Z,15.69
2010-09-09T16:00:00Z,15.89
2010-09-10T16:00:00Z,16.1
2010-09-13T16:00:00Z,16.08
2010-09-14T16:00:00Z,16.18
2010-09-15T16:00:00Z,16.36
2010-09-16T16:00:00Z,16.26
2010-09-17T16:00:00Z,16.16
2010-09-20T16:00:00Z,16.37
2010-09-21T16:00:00Z,16.24
2010-09-22T16:00:00Z,16.31
2010-09-23T16:00:00Z,16.14
2010-09-24T16:00:00Z,16.48
2010-09-27T16:00:00Z,16.27
2010-09-28T16:00:00Z,16.51
2010-09-29T16:00:00Z,16.48
2010-09-30T16:00:00Z,16.27
2010-10-01T16:00:00Z,16.28
2010-10-04T16:00:00Z,16.01
2010-10-05T16:00:00Z,16.32
2010-10-06T16:00:00Z,16.28
2010-10-07T16:00:00Z,16.46
2010-10-08T16:00:00Z,16.54
2010-10-11T16:00:00Z,16.46
2010-10-12T16:00:00Z,16.56
2010-10-13T16:00:00Z,16.8
2010-10-14T16:00:00Z,16.73
2010-10-15T16:00:00Z,16.82
2010-10-18T16:00:00Z,16.86
2010-10-19T16:00:00Z,16.47
2010-10-20T16:00:00Z,16.73
2010-10-21T16:00:00Z,16.7
2010-10-22T16:00:00Z,16.58
2010-10-25T16:00:00Z,16.69
2010-10-26T16:00:00Z,16.57
2010-10-27T16:00:00Z,16.37
2010-10-28T16:00:00Z,16.64
2010-10-29T16:00:00Z,16.5
2010-11-01T16:00:00Z,16.69
2010-11-02T16:00:00Z,16.53
2010-11-03T16:00:00Z,16.66
2010-11-04T16:00:00Z,16.46
2010-11-05T16:00:00Z,16.28
2010-11-08T16:00:00Z,16.15
2010-11-09T16:00:00Z,16.1
2010-11-10T16:00:00Z,15.94
2010-11-11T16:00:00Z,16.09
2010-11-12T16:00:00Z,15.96
2010-11-15T16:00:00Z,15.87
2010-11-16T16:00:00Z,15.73
2010-11-17T16:00:00Z,15.61
2010-11-18T16:00:00Z,15.94
2010-11-19T16:00:00Z,15.91
2010-11-22T16:00:00Z,15.75
2010-11-23T16:00:00Z,15.7
2010-11-24T16:00:00Z,15.81
2010-11-26T16:00:00Z,15.62
2010-11-29T16:00:00Z,15.69
2010-11-30T16:00:00Z,15.44
2010-12-01T16:00:00Z,15.82
2010-12-02T16:00:00Z,15.81
2010-12-03T16:00:00Z,15.84
2010-12-06T16:00:00Z,15.92
2010-12-07T16:00:00Z,15.89
2010-12-08T16:00:00Z,15.84
2010-12-09T16:00:00Z,15.88
2010-12-10T16:00:00Z,16.12
2010-12-13T16:00:00Z,16.28
2010-12-14T16:00:00Z,16.21
2010-12-15T16:00:00Z,16.18
2010-12-16T16:00:00Z,16.31
2010-12-17T16:00:00Z,16.13
2010-12-20T16:00:00Z,16.27
2010-12-21T16:00:00Z,16.46
2010-12-22T16:00:00Z,16.64
2010-12-23T16:00:00Z,16.68
2010-12-27T16:00:00Z,16.57
2010-12-28T16:00:00Z,16.66
2010-12-29T16:00:00Z,16.67
2010-12-30T16:00:00Z,16.57
2010-12-31T16:00:00Z,16.59
2011-01-03T16:00:00Z,16.75
2011-01-04T16:00:00Z,17.04
2011-01-05T16:00:00Z,17.16
2011-01-06T16:00:00Z,17.22
2011-01-07T16:00:00Z,17.37
2011-01-10T16:00:00Z,17.3
2011-01-11T16:00:00Z,17.26
2011-01-12T16:00:00Z,17.4
2011-01-13T16:00:00Z,17.26
2011-01-14T16:00:00Z,17.37
2011-01-18T16:00:00Z,17.41
2011-01-19T16:00:00Z,17.36
2011-01-20T16:00:00Z,17.28
2011-01-21T16:00:00Z,17.39
2011-01-24T16:00:00Z,17.48
2011-01-25T16:00:00Z,17.5
2011-01-26T16:00:00Z,17.39
2011-01-27T16:00:00Z,17.51
2011-01-28T16:00:00Z,17.19
2011-01-31T16:00:00Z,17.26
2011-02-01T16:00:00Z,18.21
2011-02-02T16:00:00Z,17.96
2011-02-03T16:00:00Z,18.16
2011-02-04T16:00:00Z,18.28
2011-02-07T16:00:00Z,18.04
2011-02-08T16:00:00Z,18.15
2011-02-09T16:00:00Z,18.05
2011-02-10T16:00:00Z,18.03
2011-02-11T16:00:00Z,17.84
2011-02-14T16:00:00Z,18.05
2011-02-15T16:00:00Z,18.05
2011-02-16T16:00:00Z,18.26
2011-02-17T16:00:00Z,18.35
2011-02-18T16:00:00Z,18.18
2011-02-22T16:00:00Z,17.9
2011-02-23T16:00:00Z,17.77
2011-02-24T16:00:00Z,17.9
2011-02-25T16:00:00Z,17.87
2011-02-28T16:00:00Z,18.23
2011-03-01T16:00:00Z,18.13
2011-03-02T16:00:00Z,18.18
2011-03-03T16:00:00Z,18.73
2011-03-04T16:00:00Z,18.62
2011-03-07T16:00:00Z,18.58
2011-03-08T16:00:00Z,18.64
2011-03-09T16:00:00Z,18.62
2011-03-10T16:00:00Z,18.34
2011-03-11T16:00:00Z,18.44
2011-03-14T16:00:00Z,18.77
2011-03-15T16:00:00Z,18.72
2011-03-16T16:00:00Z,18.28
2011-03-17T16:00:00Z,18.83
2011-03-18T16:00:00Z,19.12
2011-03-21T16:00:00Z,18.92
2011-03-22T16:00:00Z,18.89
2011-03-23T16:00:00Z,18.87
2011-03-24T16:00:00Z,19.23
2011-03-25T16:00:00Z,19.28
2011-03-28T16:00:00Z,19.2
2011-03-29T16:00:00Z,19.31
2011-03-30T16:00:00Z,19.27
2011-03-31T16:00:00Z,19.24
2011-04-01T16:00:00Z,19.31
2011-04-04T16:00:00Z,19.46
2011-04-05T16:00:00Z,19.37
2011-04-06T16:00:00Z,19.22
2011-04-07T16:00:00Z,19.26
2011-04-08T16:00:00Z,19.38
2011-04-11T16:00:00Z,19.58
2011-04-12T16:00:00Z,19.38
2011-04-13T16:00:00Z,19.38
2011-04-14T16:00:00Z,19.41
2011-04-15T16:00:00Z,19.45
2011-04-18T16:00:00Z,19.33
2011-04-19T16:00:00Z,19.45
2011-04-20T16:00:00Z,19.32
2011-04-21T16:00:00Z,18.75
2011-04-25T16:00:00Z,19.08
2011-04-26T16:00:00Z,19.13
2011-04-27T16:00:00Z,19.54
2011-04-28T16:00:00Z,19.73
2011-04-29T16:00:00Z,19.87
2011-05-02T16:00:00Z,19.91
2011-05-03T16:00:00Z,19.36
2011-05-04T16:00:00Z,19.55
2011-05-05T16:00:00Z,19.32
2011-05-06T16:00:00Z,19.47
2011-05-09T16:00:00Z,19.52
2011-05-10T16:00:00Z,19.76
2011-05-11T16:00:00Z,19.52
2011-05-12T16:00:00Z,19.79
2011-05-13T16:00:00Z,19.82
2011-05-16T16:00:00Z,19.88
2011-05-17T16:00:00Z,20.03
2011-05-18T16:00:00Z,20.06
2011-05-19T16:00:00Z,19.92
2011-05-20T16:00:00Z,19.6
2011-05-23T16:00:00Z,19.51
2011-05-24T16:00:00Z,19.44
2011-05-25T16:00:00Z,19.69
2011-05-26T16:00:00Z,19.8
2011-05-27T16:00:00Z,19.83
2011-05-31T16:00:00Z,20.32
2011-06-01T16:00:00Z,19.94
2011-06-02T16:00:00Z,19.89
2011-06-03T16:00:00Z,19.74
2011-06-06T16:00:00Z,19.65
2011-06-07T16:00:00Z,19.65
2011-06-08T16:00:00Z,19.59
2011-06-09T16:00:00Z,19.66
2011-06-10T16:00:00Z,19.05
2011-06-13T16:00:00Z,19.38
2011-06-14T16:00:00Z,19.5
2011-06-15T16:00:00Z,19.13
2011-06-16T16:00:00Z,19.17
2011-06-17T16:00:00Z,19.19
2011-06-20T16:00:00Z,19.2
2011-06-21T16:00:00Z,19.35
2011-06-22T16:00:00Z,19.21
2011-06-23T16:00:00Z,19.56
2011-06-24T16:00:00Z,19.02
2011-06-27T16:00:00Z,19.11
2011-06-28T16:00:00Z,19.47
2011-06-29T16:00:00Z,19.58
2011-06-30T16:00:00Z,19.52
2011-07-01T16:00:00Z,19.66
2011-07-05T16:00:00Z,19.69
2011-07-06T16:00:00Z,19.69
2011-07-07T16:00:00Z,19.16
2011-07-08T16:00:00Z,19.1
2011-07-11T16:00:00Z,18.98
2011-07-12T16:00:00Z,18.95
2011-07-13T16:00:00Z,18.94
2011-07-14T16:00:00Z,18.86
2011-07-15T16:00:00Z,18.71
2011-07-18T16:00:00Z,18.61
2011-07-19T16:00:00Z,18.89
2011-07-20T16:00:00Z,18.85
2011-07-21T16:00:00Z,19.04
2011-07-22T16:00:00Z,19.01
2011-07-25T16:00:00Z,18.77
2011-07-26T16:00:00Z,18.6
2011-07-27T16:00:00Z,18.28
2011-07-28T16:00:00Z,18.34
2011-07-29T16:00:00Z,18.24
2011-08-01T16:00:00Z,18.01
2011-08-02T16:00:00Z,17.18
2011-08-03T16:00:00Z,17.08
2011-08-04T16:00:00Z,16.45
2011-08-05T16:00:00Z,16.57
2011-08-08T16:00:00Z,15.78
2011-08-09T16:00:00Z,16.67
2011-08-10T16:00:00Z,16.15
2011-08-11T16:00:00Z,16.87
2011-08-12T16:00:00Z,16.92
2011-08-15T16:00:00Z,17.37
2011-08-16T16:00:00Z,17.35
2011-08-17T16:00:00Z,17.52
2011-08-18T16:00:00Z,16.78
2011-08-19T16:00:00Z,16.74
2011-08-22T16:00:00Z,16.75
2011-08-23T16:00:00Z,17.28
2011-08-24T16:00:00Z,17.42
2011-08-25T16:00:00Z,17.01
2011-08-26T16:00:00Z,17.25
2011-08-29T16:00:00Z,17.89
2011-08-30T16:00:00Z,17.89
2011-08-31T16:00:00Z,17.98
2011-09-01T16:00:00Z,17.91
2011-09-02T16:00:00Z,17.49
2011-09-06T16:00:00Z,17.67
2011-09-07T16:00:00Z,18.01
2011-09-08T16:00:00Z,17.83
2011-09-09T16:00:00Z,17.32
2011-09-12T16:00:00Z,17.28
2011-09-13T16:00:00Z,17.36
2011-09-14T16:00:00Z,17.44
2011-09-15T16:00:00Z,17.52
2011-09-16T16:00:00Z,17.19
2011-09-19T16:00:00Z,17.11
2011-09-20T16:00:00Z,17.28
2011-09-21T16:00:00Z,16.9
2011-09-22T16:00:00Z,16.57
2011-09-23T16:00:00Z,16.53
2011-09-26T16:00:00Z,16.83
2011-09-27T16:00:00Z,16.82
2011-09-28T16:00:00Z,16.64
2011-09-29T16:00:00Z,17.03
2011-09-30T16:00:00Z,16.75
2011-10-03T16:00:00Z,16.42
2011-10-04T16:00:00Z,16.66
2011-10-05T16:00:00Z,17.03
2011-10-06T16:00:00Z,17.27
2011-10-07T16:00:00Z,17.47
2011-10-10T16:00:00Z,17.92
2011-10-11T16:00:00Z,17.86
2011-10-12T16:00:00Z,17.83
2011-10-13T16:00:00Z,17.77
2011-10-14T16:00:00Z,18.04
2011-10-17T16:00:00Z,17.71
2011-10-18T16:00:00Z,17.97
2011-10-19T16:00:00Z,17.82
2011-10-20T16:00:00Z,17.74
2011-10-21T16:00:00Z,18.06
2011-10-24T16:00:00Z,18.34
2011-10-25T16:00:00Z,17.88
2011-10-26T16:00:00Z,18.26
2011-10-27T16:00:00Z,18.63
2011-10-28T16:00:00Z,18.78
2011-10-31T16:00:00Z,18.25
2011-11-01T16:00:00Z,18.31
2011-11-02T16:00:00Z,18.5
2011-11-03T16:00:00Z,18.83
2011-11-04T16:00:00Z,18.62
2011-11-07T16:00:00Z,19.01
2011-11-08T16:00:00Z,19.02
2011-11-09T16:00:00Z,18.32
2011-11-10T16:00:00Z,18.75
2011-11-11T16:00:00Z,18.94
2011-11-14T16:00:00Z,18.75
2011-11-15T16:00:00Z,18.82
2011-11-16T16:00:00Z,18.54
2011-11-17T16:00:00Z,18.44
2011-11-18T16:00:00Z,18.5
2011-11-21T16:00:00Z,17.96
2011-11-22T16:00:00Z,17.9
2011-11-23T16:00:00Z,17.48
2011-11-25T16:00:00Z,17.48
2011-11-28T16:00:00Z,18.08
2011-11-29T16:00:00Z,18.38
2011-11-30T16:00:00Z,19.01
2011-12-01T16:00:00Z,18.98
2011-12-02T16:00:00Z,18.84
2011-12-05T16:00:00Z,18.8
2011-12-06T16:00:00Z,19.16
2011-12-07T16:00:00Z,19.39
2011-12-08T16:00:00Z,19.13
2011-12-09T16:00:00Z,19.48
2011-12-12T16:00:00Z,19.32
2011-12-13T16:00:00Z,19.67
2011-12-14T16:00:00Z,19.76
2011-12-15T16:00:00Z,20.03
2011-12-16T16:00:00Z,19.92
2011-12-19T16:00:00Z,20.03
2011-12-20T16:00:00Z,20.33
2011-12-21T16:00:00Z,20.54
2011-12-22T16:00:00Z,20.49
2011-12-23T16:00:00Z,20.68
2011-12-27T16:00:00Z,20.62
2011-12-28T16:00:00Z,20.4
2011-12-29T16:00:00Z,20.57
2011-12-30T16:00:00Z,20.5
2012-01-03T16:00:00Z,20.81
2012-01-04T16:00:00Z,20.62
2012-01-05T16:00:00Z,20.46
2012-01-06T16:00:00Z,20.43
2012-01-09T16:00:00Z,20.67
2012-01-10T16:00:00Z,20.78
2012-01-11T16:00:00Z,20.75
2012-01-12T16:00:00Z,20.83
2012-01-13T16:00:00Z,20.69
2012-01-17T16:00:00Z,20.78
2012-01-18T16:00:00Z,20.81
2012-01-19T16:00:00Z,20.69
2012-01-20T16:00:00Z,20.75
2012-01-23T16:00:00Z,20.57
2012-01-24T16:00:00Z,20.52
2012-01-25T16:00:00Z,20.58
2012-01-26T16:00:00Z,20.49
2012-01-27T16:00:00Z,20.35
2012-01-30T16:00:00Z,20.44
2012-01-31T16:00:00Z,20.27
2012-02-01T16:00:00Z,20.19
2012-02-02T16:00:00Z,20
2012-02-03T16:00:00Z,20.08
2012-02-06T16:00:00Z,19.85
2012-02-07T16:00:00Z,19.94
2012-02-08T16:00:00Z,19.9
2012-02-09T16:00:00Z,20.03
2012-02-10T16:00:00Z,19.94
2012-02-13T16:00:00Z,20.18
2012-02-14T16:00:00Z,20.21
2012-02-15T16:00:00Z,20
2012-02-16T16:00:00Z,20.21
2012-02-17T16:00:00Z,20.07
2012-02-21T16:00:00Z,20.1
2012-02-22T16:00:00Z,20.24
2012-02-23T16:00:00Z,19.92
2012-02-24T16:00:00Z,20.06
2012-02-27T16:00:00Z,20.14
2012-02-28T16:00:00Z,20.1
2012-02-29T16:00:00Z,20.01
2012-03-01T16:00:00Z,20.36
2012-03-02T16:00:00Z,20.28
2012-03-05T16:00:00Z,20.37
2012-03-06T16:00:00Z,20.15
2012-03-07T16:00:00Z,20.24
2012-03-08T16:00:00Z,20.33
2012-03-09T16:00:00Z,20.35
2012-03-12T16:00:00Z,20.41
2012-03-13T16:00:00Z,20.85
2012-03-14T16:00:00Z,20.78
2012-03-15T16:00:00Z,20.76
2012-03-16T16:00:00Z,20.78
2012-03-19T16:00:00Z,20.73
2012-03-20T16:00:00Z,20.65
2012-03-21T16:00:00Z,20.62
2012-03-22T16:00:00Z,20.59
2012-03-23T16:00:00Z,20.67
2012-03-26T16:00:00Z,20.99
2012-03-27T16:00:00Z,21.32
2012-03-28T16:00:00Z,21.23
2012-03-29T16:00:00Z,21.24
2012-03-30T16:00:00Z,21.45
2012-04-02T16:00:00Z,21.4
2012-04-03T16:00:00Z,21.35
2012-04-04T16:00:00Z,21.21
2012-04-05T16:00:00Z,21.16
2012-04-09T16:00:00Z,20.89
2012-04-10T16:00:00Z,20.83
2012-04-11T16:00:00Z,20.79
2012-04-12T16:00:00Z,20.76
2012-04-13T16:00:00Z,20.7
2012-04-16T16:00:00Z,20.82
2012-04-17T16:00:00Z,21.14
2012-04-18T16:00:00Z,21.27
2012-04-19T16:00:00Z,21.16
2012-04-20T16:00:00Z,21.37
2012-04-23T16:00:00Z,21.2
2012-04-24T16:00:00Z,21.44
2012-04-25T16:00:00Z,21.68
2012-04-26T16:00:00Z,21.85
2012-04-27T16:00:00Z,21.86
2012-04-30T16:00:00Z,21.69
2012-05-01T16:00:00Z,21.58
2012-05-02T16:00:00Z,21.47
2012-05-03T16:00:00Z,21.41
2012-05-04T16:00:00Z,21.2
2012-05-07T16:00:00Z,21.27
2012-05-08T16:00:00Z,21.24
2012-05-09T16:00:00Z,21.27
2012-05-10T16:00:00Z,21.63
2012-05-11T16:00:00Z,21.46
2012-05-14T16:00:00Z,21.4
2012-05-15T16:00:00Z,21.13
2012-05-16T16:00:00Z,21.45
2012-05-17T16:00:00Z,21.37
2012-05-18T16:00:00Z,21.38
2012-05-21T16:00:00Z,21.35
2012-05-22T16:00:00Z,21.19
2012-05-23T16:00:00Z,21.19
2012-05-24T16:00:00Z,20.97
2012-05-25T16:00:00Z,20.96
2012-05-29T16:00:00Z,21.01
2012-05-30T16:00:00Z,20.88
2012-05-31T16:00:00Z,20.72
2012-06-01T16:00:00Z,20.5
2012-06-04T16:00:00Z,20.47
2012-06-05T16:00:00Z,20.46
2012-06-06T16:00:00Z,20.76
2012-06-07T16:00:00Z,20.78
2012-06-08T16:00:00Z,20.97
2012-06-11T16:00:00Z,20.94
2012-06-12T16:00:00Z,21.02
2012-06-13T16:00:00Z,21.02
2012-06-14T16:00:00Z,21.37
2012-06-15T16:00:00Z,21.42
2012-06-18T16:00:00Z,21.43
2012-06-19T16:00:00Z,21.51
2012-06-20T16:00:00Z,21.48
2012-06-21T16:00:00Z,21.41
2012-06-22T16:00:00Z,21.53
2012-06-25T16:00:00Z,21.29
2012-06-26T16:00:00Z,21.25
2012-06-27T16:00:00Z,21.42
2012-06-28T16:00:00Z,21.34
2012-06-29T16:00:00Z,21.79
2012-07-02T16:00:00Z,21.78
2012-07-03T16:00:00Z,21.67
2012-07-05T16:00:00Z,21.48
2012-07-06T16:00:00Z,21.35
2012-07-09T16:00:00Z,21.46
2012-07-10T16:00:00Z,21.26
2012-07-11T16:00:00Z,21.16
2012-07-12T16:00:00Z,21.48
2012-07-13T16:00:00Z,21.61
2012-07-16T16:00:00Z,21.91
2012-07-17T16:00:00Z,22.38
2012-07-18T16:00:00Z,22.42
2012-07-19T16:00:00Z,22.54
2012-07-20T16:00:00Z,22.45
2012-07-23T16:00:00Z,22.36
2012-07-24T16:00:00Z,22.14
2012-07-25T16:00:00Z,22.1
2012-07-26T16:00:00Z,22.25
2012-07-27T16:00:00Z,22.57
2012-07-30T16:00:00Z,22.46
2012-07-31T16:00:00Z,22.77
2012-08-01T16:00:00Z,22.68
2012-08-02T16:00:00Z,22.66
2012-08-03T16:00:00Z,23
2012-08-06T16:00:00Z,22.98
2012-08-07T16:00:00Z,22.49
2012-08-08T16:00:00Z,22.57
2012-08-09T16:00:00Z,22.61
2012-08-10T16:00:00Z,22.68
2012-08-13T16:00:00Z,22.47
2012-08-14T16:00:00Z,22.72
2012-08-15T16:00:00Z,22.77
2012-08-16T16:00:00Z,22.75
2012-08-17T16:00:00Z,22.54
2012-08-20T16:00:00Z,22.65
2012-08-21T16:00:00Z,22.44
2012-08-22T16:00:00Z,22.45
2012-08-23T16:00:00Z,22.49
2012-08-24T16:00:00Z,22.75
2012-08-27T16:00:00Z,22.63
2012-08-28T16:00:00Z,22.59
2012-08-29T16:00:00Z,22.7
2012-08-30T16:00:00Z,22.58
2012-08-31T16:00:00Z,22.6
2012-09-04T16:00:00Z,22.52
2012-09-05T16:00:00Z,22.66
2012-09-06T16:00:00Z,23.06
2012-09-07T16:00:00Z,22.96
2012-09-10T16:00:00Z,22.83
2012-09-11T16:00:00Z,22.9
2012-09-12T16:00:00Z,22.8
2012-09-13T16:00:00Z,22.97
2012-09-14T16:00:00Z,22.55
2012-09-17T16:00:00Z,22.75
2012-09-18T16:00:00Z,22.75
2012-09-19T16:00:00Z,22.89
2012-09-20T16:00:00Z,23.12
2012-09-21T16:00:00Z,23.22
2012-09-24T16:00:00Z,23.45
2012-09-25T16:00:00Z,23.53
2012-09-26T16:00:00Z,23.52
2012-09-27T16:00:00Z,23.65
2012-09-28T16:00:00Z,23.54
2012-10-01T16:00:00Z,23.72
2012-10-02T16:00:00Z,23.8
2012-10-03T16:00:00Z,23.99
2012-10-04T16:00:00Z,24.01
2012-10-05T16:00:00Z,24.18
2012-10-08T16:00:00Z,24.06
2012-10-09T16:00:00Z,23.98
2012-10-10T16:00:00Z,23.83
2012-10-11T16:00:00Z,23.8
2012-10-12T16:00:00Z,23.8
2012-10-15T16:00:00Z,24.22
2012-10-16T16:00:00Z,24.44
2012-10-17T16:00:00Z,24.48
2012-10-18T16:00:00Z,24.66
2012-10-19T16:00:00Z,24.4
2012-10-22T16:00:00Z,24.25
2012-10-23T16:00:00Z,23.86
2012-10-24T16:00:00Z,23.98
2012-10-25T16:00:00Z,24.26
2012-10-26T16:00:00Z,24.09
2012-10-31T16:00:00Z,23.56
2012-11-01T16:00:00Z,23.26
2012-11-02T16:00:00Z,23.26
2012-11-05T16:00:00Z,23.29
2012-11-06T16:00:00Z,23.41
2012-11-07T16:00:00Z,22.9
2012-11-08T16:00:00Z,22.89
2012-11-09T16:00:00Z,22.9
2012-11-12T16:00:00Z,22.84
2012-11-13T16:00:00Z,22.78
2012-11-14T16:00:00Z,22.56
2012-11-15T16:00:00Z,22.41
2012-11-16T16:00:00Z,22.6
2012-11-19T16:00:00Z,22.87
2012-11-20T16:00:00Z,23
2012-11-21T16:00:00Z,23.07
2012-11-23T16:00:00Z,23.24
2012-11-26T16:00:00Z,23.2
2012-11-27T16:00:00Z,22.97
2012-11-28T16:00:00Z,23.37
2012-11-29T16:00:00Z,23.54
2012-11-30T16:00:00Z,23.7
2012-12-03T16:00:00Z,23.77
2012-12-04T16:00:00Z,23.84
